id,elo,fg_pct,fg3_pct,fga,fgm,fg3m,fg3a,fg2m,fg2a,fg_missed,ft_missed,ftm,ft_pct,fta,orb,drb,ast,stl,blk,to,pf,efficacy,pie,poss,pace,pts,team_season,team_team
1,1406.2681459187718,0.4391076923076922,0.3317538461538462,88.13846153846154,38.61538461538461,10.430769230769233,31.26153846153846,28.184615384615384,56.87692307692308,49.52307692307692,4.569230769230769,18.67692307692308,0.8001846153846154,23.246153846153845,9.953846153846154,32.89230769230769,25.584615384615383,8.215384615384615,4.6,14.323076923076924,20.06153846153846,12.10723076923077,9.072307692307692,99.85015384615384,99.4633846153846,106.33846153846154,2018,1610612744
2,1611.2594528389754,0.448632183908046,0.3498160919540229,89.63218390804597,40.16091954022989,15.954022988505749,45.72413793103448,24.20689655172414,43.9080459770115,49.47126436781609,5.195402298850575,19.96551724137931,0.7978045977011495,25.160919540229884,9.32183908045977,34.2183908045977,21.632183908045977,8.816091954022989,4.827586206896552,14.20689655172414,21.988505747126435,13.344827586206897,9.860689655172411,102.81919540229886,102.54,116.24137931034484,2018,1610612745
3,1490.8627165868725,0.4665866666666666,0.3708933333333333,91.36,42.48,13.693333333333332,36.946666666666665,28.786666666666665,54.41333333333333,48.88,6.32,17.12,0.729,23.44,10.866666666666667,35.38666666666666,26.866666666666667,7.546666666666667,4.986666666666666,15.786666666666669,21.21333333333333,12.554,9.484266666666668,103.9032,103.25,115.77333333333333,2018,1610612740
4,1660.670669215334,0.4555348837209302,0.3733255813953489,87.70930232558139,39.895348837209305,13.94186046511628,37.52325581395349,25.953488372093023,50.18604651162791,47.81395348837209,4.790697674418604,18.25581395348837,0.7910813953488373,23.046511627906977,9.313953488372093,36.05813953488372,25.11627906976744,8.534883720930232,5.011627906976744,14.046511627906977,21.802325581395348,12.403139534883724,9.36953488372093,100.88360465116278,100.10011627906978,111.98837209302326,2018,1610612761
5,1325.283593581018,0.4599076923076923,0.3478153846153846,87.9076923076923,40.292307692307695,11.184615384615384,31.846153846153847,29.107692307692307,56.06153846153846,47.61538461538461,4.815384615384615,15.123076923076924,0.7574000000000001,19.93846153846154,10.830769230769231,33.43076923076923,23.07692307692308,6.861538461538461,3.246153846153846,15.738461538461538,18.27692307692308,11.668153846153846,8.724461538461538,98.40815384615384,98.06830769230768,106.8923076923077,2018,1610612739
6,1595.704592817774,0.4735052631578947,0.3599157894736842,87.2,41.16842105263158,11.23157894736842,30.93684210526316,29.93684210526316,56.26315789473684,46.03157894736842,4.642105263157895,16.621052631578948,0.7795368421052631,21.26315789473684,10.442105263157895,33.06315789473684,25.73684210526316,7.652631578947369,4.568421052631579,13.378947368421052,20.74736842105263,12.364105263157894,9.325473684210523,97.064,96.0457894736842,110.18947368421053,2018,1610612743
7,1587.773965848049,0.4618875,0.3603625,88.025,40.575,11.45,31.7125,29.125,56.3125,47.45,5.55,17.25,0.7497375,22.8,10.625,35.225,25.4,7.9125,5.325,13.4625,21.2125,12.1325,9.21075,98.93475,98.56475,109.85,2018,1610612755
8,1425.872843483004,0.44165625,0.3365,91.640625,40.40625,13.328125,39.6875,27.078125,51.953125,51.234375,6.265625,19.109375,0.748078125,25.375,10.53125,34.265625,23.828125,8.671875,5.65625,14.71875,21.40625,11.60390625,8.67390625,103.7090625,102.75328125,113.25,2018,1610612750
9,1593.1020180293372,0.46625,0.3685340909090909,88.63636363636364,41.25,12.465909090909092,33.71590909090909,28.78409090909091,54.92045454545455,47.38636363636363,5.488636363636363,20.545454545454547,0.7916704545454546,26.03409090909091,10.386363636363637,36.67045454545455,23.27272727272728,7.068181818181818,4.545454545454546,13.602272727272728,22.352272727272727,11.51693181818182,8.562727272727273,101.01818181818182,100.38954545454546,115.51136363636364,2018,1610612746
10,1401.1795103383424,0.4351538461538461,0.349276923076923,85.93846153846154,37.30769230769231,12.076923076923077,34.323076923076925,25.23076923076923,51.61538461538461,48.63076923076923,5.446153846153846,16.184615384615384,0.7486461538461539,21.630769230769232,11,31.784615384615385,23.83076923076923,6.584615384615384,4.138461538461539,13.892307692307693,18.815384615384616,11.561384615384616,8.727846153846153,95.34123076923078,95.00692307692309,102.87692307692308,2018,1610612766
